mention_id	volume	host_xml_id	host_person_id	host_heading	surname_token	mention_name	verdict	method	resolved_hub_id	resolved_heading	candidate_hub_ids	candidate_headings	candidate_scores	family_cluster	chips	gold_hub_id	gold_agrees	sentence
M-volume_1IIIorg-1-facs_115_r_6-אַדלער-000	1	facs_115_r_6	P-1-facs_115_r_6	בערגמאַן, איציק-מענדל	אדלער	אַדלער	AMBIGUOUS	family_abstain_suggested			HUB-D1116|HUB-D1120|HUB-D1121|HUB-D1123|HUB-D1124|HUB-D1128|HUB-D1129|HUB-D706|HUB-D740|HUB-D1115|HUB-D1117|HUB-D1118|HUB-D1119|HUB-D1122|HUB-D1125|HUB-D1126|HUB-D1127	אַדלער בעני|אַדלער, היימאַן [באַרטפּעלד]|אַדלער, ישראל|אַדלער, יוליוס|אַדלער, דזשוליוס [יואל]|אַדלער ירמיהו [גאָלדענבערג-טווערסקי]|אַדלער יוזשע|אַדלער, יעקב פּ. [יעקב בן פּנחס]|אַדלער, סעם|אַדלער עמיליע [שרה-מילקע שטאָנג]|אַדלער צילע|אַדלער, אסתר [שאצקי]|אַדלער פֿרענציס|אַדלער דזשוליאַ|אַדלער, קאָטיאָ [גוראַלניק]|אַדלער סעראַ [שרה-סאָניאַ לעוויצקאַ, היינע-חיימאָוויטש]|אַדלער, סטעלאַ	0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.05|0.05|0.05|0.05|0.05|0.05|0.05|0.05	1	gender:male|family-cluster|gender-mismatch			בעת די פֿאָרשטעלונגען פֿון אַדלער, טאַנצמאַן און וויינשטאָק אין וואַרשע
M-volume_1IIIorg-NOXID-אָדלער-009	1	facs_116_r_1	P-1-facs_116_r_1	בערגמאַן, שמחה	אדלער	אָדלער	AMBIGUOUS	family_abstain_suggested			HUB-D706|HUB-D740|HUB-D1116|HUB-D1120|HUB-D1123|HUB-D1124|HUB-D1128|HUB-D1129|HUB-D1115|HUB-D1117|HUB-D1118|HUB-D1119|HUB-D1122|HUB-D1125|HUB-D1126	אַדלער, יעקב פּ. [יעקב בן פּנחס]|אַדלער, סעם|אַדלער בעני|אַדלער, היימאַן [באַרטפּעלד]|אַדלער, יוליוס|אַדלער, דזשוליוס [יואל]|אַדלער ירמיהו [גאָלדענבערג-טווערסקי]|אַדלער יוזשע|אַדלער עמיליע [שרה-מילקע שטאָנג]|אַדלער צילע|אַדלער, אסתר [שאצקי]|אַדלער פֿרענציס|אַדלער דזשוליאַ|אַדלער, קאָטיאָ [גוראַלניק]|אַדלער סעראַ [שרה-סאָניאַ לעוויצקאַ, היינע-חיימאָוויטש]	0.4|0.4|0.3|0.3|0.3|0.3|0.3|0.3|0.05|0.05|0.05|0.05|0.05|0.05|0.05	1	gender:male|year:1898|family-cluster|gender-mismatch|career-overlap			1903-1898 שפּילט ער אין די טרופּעס פֿון טש. נאָטאָנסאָן, פֿיינמאַן, אָדלער, גאָלדפֿאַרען.
M-volume_1IIIorg-NOXID-אָדלער-010	1	facs_120_tr_1740521118	P-1-facs_120_tr_1740521118	בערנשטיין, בערל [בורשטין]	אדלער	אָדלער	AMBIGUOUS	family_abstain_suggested			HUB-D706|HUB-D740|HUB-D1124|HUB-D1129|HUB-D1117|HUB-D1118|HUB-D1119|HUB-D1122|HUB-D1126	אַדלער, יעקב פּ. [יעקב בן פּנחס]|אַדלער, סעם|אַדלער, דזשוליוס [יואל]|אַדלער יוזשע|אַדלער צילע|אַדלער, אסתר [שאצקי]|אַדלער פֿרענציס|אַדלער דזשוליאַ|אַדלער סעראַ [שרה-סאָניאַ לעוויצקאַ, היינע-חיימאָוויטש]	0.4|0.4|0.3|0.3|0.05|0.05|0.05|0.05|0.05	1	gender:male|year:1887|family-cluster|gender-mismatch|career-overlap			אין 1887 טרעפן מיר ב. אַלס כאָראָקטער-קאָמיקער אין לאָנדאָן, וואוהין ער קומט צוזאַמען מיט אָדלער און טאָבאַטשניקאָוו
M-volume_1IIIorg-NOXID-אַדלער-016	1	facs_138_tr_1740521018	P-1-facs_138_tr_1740521018	ברייטמאַן, פאַול	אדלער	אַדלער	AMBIGUOUS	family_abstain_suggested			HUB-D1116|HUB-D1120|HUB-D1121|HUB-D1123|HUB-D1124|HUB-D1128|HUB-D1129|HUB-D706|HUB-D740|HUB-D1115|HUB-D1117|HUB-D1118|HUB-D1119|HUB-D1122|HUB-D1125|HUB-D1126|HUB-D1127	אַדלער בעני|אַדלער, היימאַן [באַרטפּעלד]|אַדלער, ישראל|אַדלער, יוליוס|אַדלער, דזשוליוס [יואל]|אַדלער ירמיהו [גאָלדענבערג-טווערסקי]|אַדלער יוזשע|אַדלער, יעקב פּ. [יעקב בן פּנחס]|אַדלער, סעם|אַדלער עמיליע [שרה-מילקע שטאָנג]|אַדלער צילע|אַדלער, אסתר [שאצקי]|אַדלער פֿרענציס|אַדלער דזשוליאַ|אַדלער, קאָטיאָ [גוראַלניק]|אַדלער סעראַ [שרה-סאָניאַ לעוויצקאַ, היינע-חיימאָוויטש]|אַדלער, סטעלאַ	0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.05|0.05|0.05|0.05|0.05|0.05|0.05|0.05	1	gender:male|family-cluster|gender-mismatch			ביי אַדלער-סיעראָצקי אין לאָדזש און ביי זיי אין וואַרשע
M-volume_1IIIorg-NOXID-אַדלער-017	1	facs_147_tr_1740521016	P-1-facs_147_tr_1740521016	גאָלד, לייבוש	אדלער	אַדלער	AMBIGUOUS	family_abstain_suggested			HUB-D706|HUB-D740|HUB-D1124|HUB-D1129|HUB-D1117|HUB-D1118|HUB-D1119|HUB-D1122|HUB-D1126	אַדלער, יעקב פּ. [יעקב בן פּנחס]|אַדלער, סעם|אַדלער, דזשוליוס [יואל]|אַדלער יוזשע|אַדלער צילע|אַדלער, אסתר [שאצקי]|אַדלער פֿרענציס|אַדלער דזשוליאַ|אַדלער סעראַ [שרה-סאָניאַ לעוויצקאַ, היינע-חיימאָוויטש]	0.4|0.4|0.3|0.3|0.05|0.05|0.05|0.05|0.05	1	gender:male|year:1887|family-cluster|gender-mismatch|career-overlap			ווען אָדלער פֿאָרט אין 1887, נאָך דער קאַטאַסטראָפע אין דאָזיקן טעאַטער, קיין אַמעריקע, געפֿיינט זיך ג. אין זיין טרופּע.
M-volume_1IIIorg-NOXID-אַדלער-018	1	facs_150_tr_1740521123	P-1-facs_150_tr_1740521123	גאָלדבערג, מיכל	אדלער	אַדלער	AMBIGUOUS	family_abstain_suggested			HUB-D1116|HUB-D1120|HUB-D1121|HUB-D1123|HUB-D1124|HUB-D1128|HUB-D1129|HUB-D706|HUB-D740|HUB-D1115|HUB-D1117|HUB-D1118|HUB-D1119|HUB-D1122|HUB-D1125|HUB-D1126|HUB-D1127	אַדלער בעני|אַדלער, היימאַן [באַרטפּעלד]|אַדלער, ישראל|אַדלער, יוליוס|אַדלער, דזשוליוס [יואל]|אַדלער ירמיהו [גאָלדענבערג-טווערסקי]|אַדלער יוזשע|אַדלער, יעקב פּ. [יעקב בן פּנחס]|אַדלער, סעם|אַדלער עמיליע [שרה-מילקע שטאָנג]|אַדלער צילע|אַדלער, אסתר [שאצקי]|אַדלער פֿרענציס|אַדלער דזשוליאַ|אַדלער, קאָטיאָ [גוראַלניק]|אַדלער סעראַ [שרה-סאָניאַ לעוויצקאַ, היינע-חיימאָוויטש]|אַדלער, סטעלאַ	0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.05|0.05|0.05|0.05|0.05|0.05|0.05|0.05	1	gender:male|family-cluster|gender-mismatch			זעצט איבער פֿרידרייך קייזערס אַ צוויי-אַקטער, וועלכן ער ברענגט אַדלערן.
M-volume_1IIIorg-NOXID-אַדלער-019	1	facs_174_region_1715799875093_402	P-1-facs_174_region_1715799875093_402	געצייכנט פון אברהם גאָלדפאַדען	אדלער	אַדלער	AMBIGUOUS	family_abstain_suggested			HUB-D1116|HUB-D1120|HUB-D1121|HUB-D1123|HUB-D1124|HUB-D1128|HUB-D1129|HUB-D706|HUB-D740|HUB-D1115|HUB-D1117|HUB-D1118|HUB-D1119|HUB-D1122|HUB-D1125|HUB-D1126|HUB-D1127	אַדלער בעני|אַדלער, היימאַן [באַרטפּעלד]|אַדלער, ישראל|אַדלער, יוליוס|אַדלער, דזשוליוס [יואל]|אַדלער ירמיהו [גאָלדענבערג-טווערסקי]|אַדלער יוזשע|אַדלער, יעקב פּ. [יעקב בן פּנחס]|אַדלער, סעם|אַדלער עמיליע [שרה-מילקע שטאָנג]|אַדלער צילע|אַדלער, אסתר [שאצקי]|אַדלער פֿרענציס|אַדלער דזשוליאַ|אַדלער, קאָטיאָ [גוראַלניק]|אַדלער סעראַ [שרה-סאָניאַ לעוויצקאַ, היינע-חיימאָוויטש]|אַדלער, סטעלאַ	0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.05|0.05|0.05|0.05|0.05|0.05|0.05|0.05	1	gender:male|family-cluster|gender-mismatch			וואו ס'האָבן פריער געשפּילט אַדלער, מאָגולעסקאָ
M-volume_1IIIorg-NOXID-אַדלער-020	1	facs_179_tr_1714741737	P-1-facs_179_tr_1714741737	אַפיש פון דער בענעפיס-פאָרשטעלונג	אדלער	אַדלער	AMBIGUOUS	family_abstain_suggested			HUB-D1116|HUB-D1120|HUB-D1121|HUB-D1123|HUB-D1124|HUB-D1128|HUB-D1129|HUB-D706|HUB-D740|HUB-D1115|HUB-D1117|HUB-D1118|HUB-D1119|HUB-D1122|HUB-D1125|HUB-D1126|HUB-D1127	אַדלער בעני|אַדלער, היימאַן [באַרטפּעלד]|אַדלער, ישראל|אַדלער, יוליוס|אַדלער, דזשוליוס [יואל]|אַדלער ירמיהו [גאָלדענבערג-טווערסקי]|אַדלער יוזשע|אַדלער, יעקב פּ. [יעקב בן פּנחס]|אַדלער, סעם|אַדלער עמיליע [שרה-מילקע שטאָנג]|אַדלער צילע|אַדלער, אסתר [שאצקי]|אַדלער פֿרענציס|אַדלער דזשוליאַ|אַדלער, קאָטיאָ [גוראַלניק]|אַדלער סעראַ [שרה-סאָניאַ לעוויצקאַ, היינע-חיימאָוויטש]|אַדלער, סטעלאַ	0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.05|0.05|0.05|0.05|0.05|0.05|0.05|0.05	1	gender:male|family-cluster|gender-mismatch			נאָך דער פאָרשטעלונג האָבן געהאַלטן באַגריסונגס-רעדעס די אַקטיאָרן פיינמאַן, אַדלער און טאָמאַשעווסקי
M-volume_1IIIorg-NOXID-אָדלער-000	1	facs_18_r	P-1-facs_18_r	אַבראַמאָוו, אַדאָלף [אַברהם פּערקאָף]	אדלער	אָדלער	AMBIGUOUS	family_abstain_suggested			HUB-D706|HUB-D740|HUB-D1116|HUB-D1120|HUB-D1121|HUB-D1123|HUB-D1124|HUB-D1128|HUB-D1129|HUB-D1115|HUB-D1117|HUB-D1118|HUB-D1119|HUB-D1122|HUB-D1125|HUB-D1126|HUB-D1127	אַדלער, יעקב פּ. [יעקב בן פּנחס]|אַדלער, סעם|אַדלער בעני|אַדלער, היימאַן [באַרטפּעלד]|אַדלער, ישראל|אַדלער, יוליוס|אַדלער, דזשוליוס [יואל]|אַדלער ירמיהו [גאָלדענבערג-טווערסקי]|אַדלער יוזשע|אַדלער עמיליע [שרה-מילקע שטאָנג]|אַדלער צילע|אַדלער, אסתר [שאצקי]|אַדלער פֿרענציס|אַדלער דזשוליאַ|אַדלער, קאָטיאָ [גוראַלניק]|אַדלער סעראַ [שרה-סאָניאַ לעוויצקאַ, היינע-חיימאָוויטש]|אַדלער, סטעלאַ	0.4|0.4|0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.05|0.05|0.05|0.05|0.05|0.05|0.05|0.05	1	gender:male|family-cluster|gender-mismatch|career-overlap			דאָ טרעט ער אויף ביי אָדלערן אין רומעניע-אָפּערן-הויז
M-volume_1IIIorg-NOXID-אָדלער-011	1	facs_204_tr_1741260315	P-1-facs_204_tr_1741260315	גאָלדשטיין, איידא	אדלער	אָדלער	AMBIGUOUS	family_abstain_suggested			HUB-D1116|HUB-D1120|HUB-D1121|HUB-D1123|HUB-D1124|HUB-D1128|HUB-D1129|HUB-D706|HUB-D740|HUB-D1115|HUB-D1117|HUB-D1118|HUB-D1119|HUB-D1122|HUB-D1125|HUB-D1126|HUB-D1127	אַדלער בעני|אַדלער, היימאַן [באַרטפּעלד]|אַדלער, ישראל|אַדלער, יוליוס|אַדלער, דזשוליוס [יואל]|אַדלער ירמיהו [גאָלדענבערג-טווערסקי]|אַדלער יוזשע|אַדלער, יעקב פּ. [יעקב בן פּנחס]|אַדלער, סעם|אַדלער עמיליע [שרה-מילקע שטאָנג]|אַדלער צילע|אַדלער, אסתר [שאצקי]|אַדלער פֿרענציס|אַדלער דזשוליאַ|אַדלער, קאָטיאָ [גוראַלניק]|אַדלער סעראַ [שרה-סאָניאַ לעוויצקאַ, היינע-חיימאָוויטש]|אַדלער, סטעלאַ	0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.05|0.05|0.05|0.05|0.05|0.05|0.05|0.05	1	gender:male|family-cluster|gender-mismatch			האָבנדיק די געלעגנהייט צו שפּילן מיט אָדלער, קעסלער און שילדקרויט.
M-volume_1IIIorg-NOXID-אָדלער-012	1	facs_205_tr_1741260263	P-1-facs_205_tr_1741260263	גאָלדשטיין, בעקי [מלכה רבקה ראָזענבערג]	אדלער	אָדלער	AMBIGUOUS	family_abstain_suggested			HUB-D1116|HUB-D1120|HUB-D1121|HUB-D1123|HUB-D1124|HUB-D1128|HUB-D1129|HUB-D706|HUB-D740|HUB-D1115|HUB-D1117|HUB-D1118|HUB-D1119|HUB-D1122|HUB-D1125|HUB-D1126|HUB-D1127	אַדלער בעני|אַדלער, היימאַן [באַרטפּעלד]|אַדלער, ישראל|אַדלער, יוליוס|אַדלער, דזשוליוס [יואל]|אַדלער ירמיהו [גאָלדענבערג-טווערסקי]|אַדלער יוזשע|אַדלער, יעקב פּ. [יעקב בן פּנחס]|אַדלער, סעם|אַדלער עמיליע [שרה-מילקע שטאָנג]|אַדלער צילע|אַדלער, אסתר [שאצקי]|אַדלער פֿרענציס|אַדלער דזשוליאַ|אַדלער, קאָטיאָ [גוראַלניק]|אַדלער סעראַ [שרה-סאָניאַ לעוויצקאַ, היינע-חיימאָוויטש]|אַדלער, סטעלאַ	0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.05|0.05|0.05|0.05|0.05|0.05|0.05|0.05	1	gender:male|family-cluster|gender-mismatch			האָט די געלעגנהייט צו שפּילן מיט פֿיינמאַן, אָדלער און מאָשקאָוויטש
M-volume_1IIIorg-NOXID-אָדלער-013	1	facs_206_tr_1741260268	P-1-facs_206_tr_1741260268	גאָלדשטיין, זינאַ	אדלער	אָדלער	AMBIGUOUS	family_abstain_suggested			HUB-D1116|HUB-D1120|HUB-D1121|HUB-D1123|HUB-D1124|HUB-D1128|HUB-D1129|HUB-D706|HUB-D740|HUB-D1115|HUB-D1117|HUB-D1118|HUB-D1119|HUB-D1122|HUB-D1125|HUB-D1126|HUB-D1127	אַדלער בעני|אַדלער, היימאַן [באַרטפּעלד]|אַדלער, ישראל|אַדלער, יוליוס|אַדלער, דזשוליוס [יואל]|אַדלער ירמיהו [גאָלדענבערג-טווערסקי]|אַדלער יוזשע|אַדלער, יעקב פּ. [יעקב בן פּנחס]|אַדלער, סעם|אַדלער עמיליע [שרה-מילקע שטאָנג]|אַדלער צילע|אַדלער, אסתר [שאצקי]|אַדלער פֿרענציס|אַדלער דזשוליאַ|אַדלער, קאָטיאָ [גוראַלניק]|אַדלער סעראַ [שרה-סאָניאַ לעוויצקאַ, היינע-חיימאָוויטש]|אַדלער, סטעלאַ	0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.05|0.05|0.05|0.05|0.05|0.05|0.05|0.05	1	gender:male|family-cluster|gender-mismatch			ווערט ג. די פּרימאָדאָנע אין אָדלער-סיעראָצקיס לאָדזשער סקאָלאָ-טעאַטער
M-volume_1IIIorg-NOXID-אַדלער-011	1	facs_20_tr_1740515222	P-1-facs_20_tr_1740515222	אַבראַמס, אַדאָלף [אָבּראָמאָוויטש]	אדלער	אַדלער	AMBIGUOUS	family_abstain_suggested			HUB-D1116|HUB-D1120|HUB-D1121|HUB-D1123|HUB-D1124|HUB-D1128|HUB-D1129|HUB-D706|HUB-D740|HUB-D1115|HUB-D1117|HUB-D1118|HUB-D1119|HUB-D1122|HUB-D1125|HUB-D1126|HUB-D1127	אַדלער בעני|אַדלער, היימאַן [באַרטפּעלד]|אַדלער, ישראל|אַדלער, יוליוס|אַדלער, דזשוליוס [יואל]|אַדלער ירמיהו [גאָלדענבערג-טווערסקי]|אַדלער יוזשע|אַדלער, יעקב פּ. [יעקב בן פּנחס]|אַדלער, סעם|אַדלער עמיליע [שרה-מילקע שטאָנג]|אַדלער צילע|אַדלער, אסתר [שאצקי]|אַדלער פֿרענציס|אַדלער דזשוליאַ|אַדלער, קאָטיאָ [גוראַלניק]|אַדלער סעראַ [שרה-סאָניאַ לעוויצקאַ, היינע-חיימאָוויטש]|אַדלער, סטעלאַ	0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.05|0.05|0.05|0.05|0.05|0.05|0.05|0.05	1	gender:male|family-cluster|gender-mismatch			ווערט ער אָנגאַזשירט אין אַדלערס האָפּ-טעאַטער אין באָסטאָן
M-volume_1IIIorg-NOXID-אָדלער-001	1	facs_20_tr_1740515229	P-1-facs_20_tr_1740515229	אַבראַמסאָן, אייוואָן	אדלער	אָדלער	AMBIGUOUS	family_abstain_suggested			HUB-D1116|HUB-D1120|HUB-D1121|HUB-D1123|HUB-D1124|HUB-D1128|HUB-D1129|HUB-D706|HUB-D740|HUB-D1115|HUB-D1117|HUB-D1118|HUB-D1119|HUB-D1122|HUB-D1125|HUB-D1126|HUB-D1127	אַדלער בעני|אַדלער, היימאַן [באַרטפּעלד]|אַדלער, ישראל|אַדלער, יוליוס|אַדלער, דזשוליוס [יואל]|אַדלער ירמיהו [גאָלדענבערג-טווערסקי]|אַדלער יוזשע|אַדלער, יעקב פּ. [יעקב בן פּנחס]|אַדלער, סעם|אַדלער עמיליע [שרה-מילקע שטאָנג]|אַדלער צילע|אַדלער, אסתר [שאצקי]|אַדלער פֿרענציס|אַדלער דזשוליאַ|אַדלער, קאָטיאָ [גוראַלניק]|אַדלער סעראַ [שרה-סאָניאַ לעוויצקאַ, היינע-חיימאָוויטש]|אַדלער, סטעלאַ	0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.05|0.05|0.05|0.05|0.05|0.05|0.05|0.05	1	gender:male|family-cluster|gender-mismatch			"א. שליסט נאָנטע באַקאָנטשאָפֿט מיט אַדלערן, און ווערט זיין מענעדזשער בעת זיין שפּילן „שיולאָק"" אויף דער ענגלישער בינע."
M-volume_1IIIorg-NOXID-אָדלער-014	1	facs_250_tr_1741260264	P-1-facs_250_tr_1741260264	גודינסקאַ, בעלאַ	אדלער	אָדלער	AMBIGUOUS	family_abstain_suggested			HUB-D1116|HUB-D1120|HUB-D1121|HUB-D1123|HUB-D1124|HUB-D1128|HUB-D1129|HUB-D706|HUB-D740|HUB-D1115|HUB-D1117|HUB-D1118|HUB-D1119|HUB-D1122|HUB-D1125|HUB-D1126|HUB-D1127	אַדלער בעני|אַדלער, היימאַן [באַרטפּעלד]|אַדלער, ישראל|אַדלער, יוליוס|אַדלער, דזשוליוס [יואל]|אַדלער ירמיהו [גאָלדענבערג-טווערסקי]|אַדלער יוזשע|אַדלער, יעקב פּ. [יעקב בן פּנחס]|אַדלער, סעם|אַדלער עמיליע [שרה-מילקע שטאָנג]|אַדלער צילע|אַדלער, אסתר [שאצקי]|אַדלער פֿרענציס|אַדלער דזשוליאַ|אַדלער, קאָטיאָ [גוראַלניק]|אַדלער סעראַ [שרה-סאָניאַ לעוויצקאַ, היינע-חיימאָוויטש]|אַדלער, סטעלאַ	0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.3|0.05|0.05|0.05|0.05|0.05|0.05|0.05|0.05	1	gender:male|family-cluster|gender-mismatch			"ביז אָדלער גיט איר אַ קליינע ראָל אין דער ""עקדה"""
